,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Byggtype_profet,Energistandard_profet,Energibronn,Energiomraadeid,HAR_Fjernvarme,IN_FID_1,NEAR_FID_1,NEAR_DIST_1,Tatt_i_bruk_sammenstilt,SHAPE,oppgraderes,erstatt_varmepumpe,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elspesifikt_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elspesifikt_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elspesifikt_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
10,11,30905,30,VIKEN,3003,SARPSBORG,340332,0,121,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,19690615,19690615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,173.0,173.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574281.0,621276.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578749.4,279558.71,0.0,1,N,0.0,A,X,,B,0,,,,19690615,"{'x': 621276, 'y': 6574281, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,237.0,142200.0,0.0053,0.003,-0.002,0.0265922279,0.0189944485,0.0,0.0069333602,0.0075977794,0.0,0.0092543739,0.0092799259,0.0066285185,0.0,0.0007064887,0.0026514074,0.0,3.01331e-05,0.0010821717,0.0007729798,0.0,0.0008076649,0.0003091919,0.0,0.0034226528,Referansesituasjon,[0],[3.97221703 3.72994991 3.58101175 ... 4.79998394 4.41108361 4.28504401],[0.72044409 0.56082996 0.50413641 ... 1.23766362 1.10334354 0.87569716],[1.13491915 1.06569997 1.02314622 ... 1.37142398 1.2603096  1.22429829],"[-2.83729788 -2.66424994 -2.55786554 ... -3.42855996 -3.150774
 -3.06074572]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.85536324 1.62652994 1.52728263 ... 2.60908761 2.36365314 2.09999545]
11,12,30906,30,VIKEN,3003,SARPSBORG,340340,0,121,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,19560117,20080423,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,175.0,175.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574276.0,621237.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578747.93,279519.4,0.0,1,N,16.0,A,X,,B,0,,,,19560117,"{'x': 621237, 'y': 6574276, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,240.0,144000.0,0.013,0.003,0.0,0.0268996525,0.0192140375,0.0,0.0070135147,0.007685615,0.0,0.0017117917,0.0093872082,0.0067051487,0.0,0.0007146562,0.0026820595,0.0,5.5738e-06,0.0010946823,0.000781916,0.0,0.0008170021,0.0003127664,0.0,0.0006330919,Referansesituasjon,[0],[4.01813862 3.77307072 3.62241073 ... 4.85547508 4.46207879 4.33458209],[0.72877292 0.56731355 0.50996458 ... 1.25197187 1.11609895 0.88582083],[1.1480396  1.07802021 1.03497449 ... 1.38727859 1.27487965 1.23845202],"[-2.87009901 -2.69505051 -2.58743624 ... -3.46819649 -3.18719914
 -3.09613006]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.87681253 1.64533375 1.54493907 ... 2.63925047 2.39097861 2.12427285]
12,13,30907,30,VIKEN,3003,SARPSBORG,340359,0,121,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,19660614,19660615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,127.0,127.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574289.0,621255.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578759.26,279538.51,0.0,1,N,0.0,A,X,,B,0,,,,19660614,"{'x': 621255, 'y': 6574289, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,174.0,104400.0,0.0039,0.002,-0.002,0.0195214621,0.0139439015,0.0,0.0050898078,0.0055775606,0.0,0.0067936733,0.0068124311,0.0048660222,0.0,0.0005186362,0.0019464089,0.0,2.21209e-05,0.0007944266,0.0005674476,0.0,0.0005929101,0.000226979,0.0,0.0025125833,Referansesituasjon,[0],[2.9160206  2.73817132 2.62883522 ... 3.52368763 3.23819432 3.14566814],[0.52888092 0.41170755 0.37008858 ... 0.90857387 0.80996895 0.64285283],[0.83314874 0.78233466 0.75109578 ... 1.00676789 0.92519838 0.89876233],"[-2.08287185 -1.95583666 -1.87773944 ... -2.51691974 -2.31299595
 -2.24690582]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.36202966 1.19404221 1.12118436 ... 1.91534177 1.73516733 1.54161516]
13,14,30908,30,VIKEN,3003,SARPSBORG,340367,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19551015,19801015,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,147.0,147.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574301.0,621282.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578768.79,279566.49,0.0,1,N,0.0,A,X,,B,0,,,,19551015,"{'x': 621282, 'y': 6574301, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,202.0,121200.0,0.0045,0.003,-0.002,0.0225957081,0.0161397915,0.0,0.0058913523,0.0064559166,0.0,0.0078635431,0.0078852549,0.0056323249,0.0,0.0006003112,0.00225293,0.0,2.56045e-05,0.0009195332,0.0006568094,0.0,0.0006862817,0.0002627238,0.0,0.0029082657,Referansesituasjon,[0],[3.37523644 3.1693794  3.04282502 ... 4.07859907 3.74814619 3.64104895],[0.61216925 0.47654338 0.42837025 ... 1.05165638 0.93752312 0.7440895 ],[0.96435327 0.90553697 0.86937858 ... 1.16531402 1.07089891 1.0402997 ],"[-2.41088317 -2.26384243 -2.17344644 ... -2.91328505 -2.67724728
 -2.60074925]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.57652252 1.38208035 1.29774882 ... 2.21697039 2.00842203 1.7843892 ]
14,15,30909,30,VIKEN,3003,SARPSBORG,340375,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19560215,19560215,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,147.0,147.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574324.0,621301.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578790.0,279587.49,0.0,1,N,0.0,A,X,,B,0,,,,19560215,"{'x': 621301, 'y': 6574324, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,202.0,121200.0,0.0045,0.003,-0.002,0.0225957081,0.0161397915,0.0,0.0058913523,0.0064559166,0.0,0.0078635431,0.0078852549,0.0056323249,0.0,0.0006003112,0.00225293,0.0,2.56045e-05,0.0009195332,0.0006568094,0.0,0.0006862817,0.0002627238,0.0,0.0029082657,Referansesituasjon,[0],[3.37523644 3.1693794  3.04282502 ... 4.07859907 3.74814619 3.64104895],[0.61216925 0.47654338 0.42837025 ... 1.05165638 0.93752312 0.7440895 ],[0.96435327 0.90553697 0.86937858 ... 1.16531402 1.07089891 1.0402997 ],"[-2.41088317 -2.26384243 -2.17344644 ... -2.91328505 -2.67724728
 -2.60074925]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.57652252 1.38208035 1.29774882 ... 2.21697039 2.00842203 1.7843892 ]
15,16,30910,30,VIKEN,3003,SARPSBORG,340383,0,121,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,19560615,19560615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,115.0,115.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574311.0,621260.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578780.73,279545.47,0.0,1,N,0.0,A,X,,B,0,,,,19560615,"{'x': 621260, 'y': 6574311, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,158.0,94800.0,0.0035,0.002,-0.002,0.0176769145,0.0126263675,0.0,0.0046088811,0.005050547,0.0,0.0061517514,0.0061687368,0.0044062406,0.0,0.0004696312,0.0017624962,0.0,2.00307e-05,0.0007193627,0.0005138305,0.0,0.0005368871,0.0002055322,0.0,0.0022751739,Referansesituasjon,[0],[2.64049109 2.47944647 2.38044134 ... 3.19074077 2.93222321 2.84843966],[0.47890792 0.37280605 0.33511958 ... 0.82272437 0.73343645 0.58211083],[0.75442603 0.70841328 0.6801261  ... 0.91164022 0.83777806 0.8138399 ],"[-1.88606507 -1.77103319 -1.70031524 ... -2.27910055 -2.09444515
 -2.03459976]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.23333395 1.08121932 1.01524568 ... 1.73436459 1.57121451 1.39595073]
16,17,30911,30,VIKEN,3003,SARPSBORG,340391,0,121,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,19560615,19560615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,101.0,101.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574327.0,621277.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578795.14,279563.85,0.0,1,N,0.0,A,X,,B,0,,,,19560615,"{'x': 621277, 'y': 6574327, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,139.0,83400.0,0.0031,0.002,-0.001,0.0155249423,0.0110892445,0.0,0.0040477999,0.0044356978,0.0,0.0054028426,0.0054177602,0.0038698287,0.0,0.0004124587,0.0015479315,0.0,1.75922e-05,0.0006317881,0.0004512772,0.0,0.0004715269,0.0001805109,0.0,0.0019981962,Referansesituasjon,[0],[2.31904    2.17760081 2.09064848 ... 2.80230276 2.5752569  2.50167309],[0.42060609 0.32742096 0.29432241 ... 0.72256663 0.64414854 0.51124516],[0.66258286 0.62217166 0.59732814 ... 0.80065793 0.73578769 0.71476374],"[-1.65645714 -1.55542915 -1.49332034 ... -2.00164483 -1.83946922
 -1.78690935]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.08318894 0.94959262 0.89165055 ... 1.52322456 1.37993622 1.2260089 ]
17,18,30912,30,VIKEN,3003,SARPSBORG,340405,0,121,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,19560515,19560515,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,124.0,124.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574343.0,621289.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578810.01,279577.24,0.0,1,N,14.0,A,X,,B,0,,,,19560515,"{'x': 621289, 'y': 6574343, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,170.0,102000.0,0.0089,0.002,0.0,0.0190603252,0.013614518,0.0,0.0049695761,0.0054458072,0.0,0.0014978177,0.0066515075,0.0047510768,0.0,0.000506385,0.0019004307,0.0,4.877e-06,0.0007756606,0.0005540433,0.0,0.0005789043,0.0002216173,0.0,0.0005539554,Referansesituasjon,[0],[2.84713822 2.67349011 2.56673675 ... 3.44045092 3.16170154 3.07136102],[0.51638767 0.40198217 0.36134633 ... 0.8871115  0.79083583 0.62766733],[0.81346806 0.76385432 0.73335336 ... 0.98298598 0.9033433  0.87753172],"[-2.03367016 -1.90963579 -1.83338339 ... -2.45746494 -2.25835825
 -2.1938293 ]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.32985573 1.16583649 1.09469969 ... 1.87009748 1.69417913 1.50519905]
18,19,30913,30,VIKEN,3003,SARPSBORG,340413,0,121,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,19560615,19560615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,199.0,199.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574356.0,621304.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578821.61,279593.36,0.0,1,N,0.0,A,X,,B,0,,,,19560615,"{'x': 621304, 'y': 6574356, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,273.0,163800.0,0.0061,0.004,-0.003,0.0305887476,0.0218491055,0.0,0.0079753681,0.0087396422,0.0,0.0106452046,0.0106745968,0.007624712,0.0,0.0008126662,0.0030498848,0.0,3.46618e-05,0.0012448102,0.0008891502,0.0,0.0009290481,0.0003556601,0.0,0.00393704,Referansesituasjon,[0],[4.56919763 4.29052042 4.11919849 ... 5.52136881 5.07402103 4.92903906],[0.82871892 0.64511655 0.57990258 ... 1.42367088 1.26916395 1.00730483],[1.30548504 1.22586298 1.17691385 ... 1.57753395 1.44972029 1.40829687],"[-3.26371259 -3.06465744 -2.94228464 ... -3.94383486 -3.62430073
 -3.52074219]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.13420396 1.87097952 1.75681643 ... 3.00120482 2.71888425 2.4156017 ]
19,20,30914,30,VIKEN,3003,SARPSBORG,340421,0,142,Stort frittliggende boligbygg på 3 og 4 etg.,TB,Tatt i bruk,10101,10101,19700515,19700515,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,1004.0,1004.0,0.0,4,12,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574148.0,620314.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578703.44,278588.24,0.0,1,N,0.0,B,X,,A,0,,,,19700515,"{'x': 620314, 'y': 6574148, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,1186.0,711600.0,0.0854,0.046,-0.004,0.1693269151,0.0949171286,0.0,0.0402375357,0.0379668514,0.0364429351,0.0291989985,0.0555917137,0.0138311538,0.0,0.004100085,0.0055324615,0.0362280984,0.0001030518,0.0085553591,0.0061109708,0.0,0.0046872576,0.0024443883,0.0,0.0110981904,Referansesituasjon,[0],"[23.70239827 21.79650497 20.66801559 ... 29.59927861 26.97748693
 25.6627662 ]",[4.18107437 3.25475887 2.92573963 ... 7.1827415  6.40321913 5.08208063],[5.53246154 5.53246154 5.53246154 ... 5.53246154 5.53246154 5.53246154],"[-13.83115384 -13.83115384 -13.83115384 ... -13.83115384 -13.83115384
 -13.83115384]","[ 4.33878289  2.43288959  1.30440021 ... 10.23566323  7.61387155
  6.29915082]",0,[-0. -0. -0. ... -0. -0. -0.],"[14.05231879 11.22010999  9.76260138 ... 22.95086627 19.54955222
 16.91369299]"
20,21,30917,30,VIKEN,3003,SARPSBORG,340464,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19100615,19100615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,108.0,108.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574102.0,620218.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578666.25,278488.45,0.0,1,N,0.0,A,X,,A,0,,,,19100615,"{'x': 620218, 'y': 6574102, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,148.0,88800.0,0.0052,0.002,-0.001,0.0166009284,0.011857806,0.0,0.0043283405,0.0047431224,0.0,0.0038515313,0.0057932485,0.0041380346,0.0,0.000441045,0.0016552139,0.0,1.2541e-05,0.0006755754,0.0004825539,0.0,0.000504207,0.0001930215,0.0,0.0014244567,Referansesituasjon,[0],[2.47976555 2.32852364 2.23554491 ... 2.99652177 2.75374005 2.67505637],[0.449757  0.3501135 0.314721  ... 0.7726455 0.6887925 0.546678 ],[0.70850444 0.66529247 0.63872712 ... 0.85614908 0.78678287 0.76430182],"[-1.7712611  -1.66323117 -1.59681779 ... -2.14037269 -1.96695718
 -1.91075455]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.15826145 1.01540597 0.95344811 ... 1.62879458 1.47557537 1.31097982]
21,22,30918,30,VIKEN,3003,SARPSBORG,340472,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19100615,19100615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,200.0,200.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574089.0,620211.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578653.93,278480.31,0.0,1,N,0.0,A,X,,A,0,,,,19100615,"{'x': 620211, 'y': 6574089, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,274.0,164400.0,0.0097,0.004,-0.001,0.0307424599,0.0219589,0.0,0.0080154454,0.00878356,0.0,0.0071324654,0.010728238,0.0076630271,0.0,0.00081675,0.0030652109,0.0,2.3224e-05,0.0012510655,0.0008936182,0.0,0.0009337167,0.0003574473,0.0,0.0026378827,Referansesituasjon,[0],[4.59215842 4.31208082 4.13989798 ... 5.54911438 5.09951862 4.9538081 ],[0.83288334 0.64835834 0.58281666 ... 1.430825   1.27554166 1.01236666],[1.31204526 1.23202309 1.18282799 ... 1.58546125 1.45700532 1.41537374],"[-3.28011316 -3.08005773 -2.95706999 ... -3.96365313 -3.6425133
 -3.53843436]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.1449286  1.88038143 1.76564465 ... 3.01628625 2.73254698 2.4277404 ]
22,23,30920,30,VIKEN,3003,SARPSBORG,340480,0,199,Annen boligbyg.(sek. reindrift,TB,Tatt i bruk,10101,10101,19600615,19600615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,35.0,35.0,0.0,1,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574087.0,620225.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578650.67,278494.07,0.0,1,N,0.0,A,X,,A,0,,,,19600615,"{'x': 620225, 'y': 6574087, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,48.0,28800.0,-0.0008,0.001,-0.001,0.0053799305,0.0038428075,0.0,0.0014027029,0.001537123,0.0,0.0037445443,0.0018774416,0.0013410297,0.0,0.0001429312,0.0005364119,0.0,1.21926e-05,0.0002189365,0.0001563832,0.0,0.0001634004,6.25533e-05,0.0,0.0013848884,Referansesituasjon,[0],[0.80362772 0.75461414 0.72448215 ... 0.97109502 0.89241576 0.86691642],[0.14575458 0.11346271 0.10199292 ... 0.25039438 0.22321979 0.17716417],[0.22960792 0.21560404 0.2069949  ... 0.27745572 0.25497593 0.2476904 ],"[-0.5740198  -0.5390101  -0.51748725 ... -0.6936393  -0.63743983
 -0.61922601]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[0.37536251 0.32906675 0.30898781 ... 0.52785009 0.47819572 0.42485457]
23,24,30921,30,VIKEN,3003,SARPSBORG,340499,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19100615,19100615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,175.0,175.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574033.0,620154.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578603.26,278418.47,0.0,1,N,0.0,A,X,,A,0,,,,19100615,"{'x': 620154, 'y': 6574033, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,240.0,144000.0,0.0085,0.003,-0.001,0.0268996525,0.0192140375,0.0,0.0070135147,0.007685615,0.0,0.0062409072,0.0093872082,0.0067051487,0.0,0.0007146562,0.0026820595,0.0,2.0321e-05,0.0010946823,0.000781916,0.0,0.0008170021,0.0003127664,0.0,0.0023081474,Referansesituasjon,[0],[4.01813862 3.77307072 3.62241073 ... 4.85547508 4.46207879 4.33458209],[0.72877292 0.56731355 0.50996458 ... 1.25197187 1.11609895 0.88582083],[1.1480396  1.07802021 1.03497449 ... 1.38727859 1.27487965 1.23845202],"[-2.87009901 -2.69505051 -2.58743624 ... -3.46819649 -3.18719914
 -3.09613006]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.87681253 1.64533375 1.54493907 ... 2.63925047 2.39097861 2.12427285]
24,25,30922,30,VIKEN,3003,SARPSBORG,340502,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19471115,19471115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,230.0,230.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574029.0,620176.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578597.29,278440.03,0.0,1,N,0.0,A,X,,A,0,,,,19471115,"{'x': 620176, 'y': 6574029, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,316.0,189600.0,0.007,0.004,-0.003,0.0353538289,0.025252735,0.0,0.0092177622,0.010101094,0.0,0.0123035028,0.0123374737,0.0088124812,0.0,0.0009392625,0.0035249925,0.0,4.00614e-05,0.0014387254,0.001027661,0.0,0.0010737742,0.0004110644,0.0,0.0045503477,Referansesituasjon,[0],[5.28098218 4.95889294 4.76088268 ... 6.38148154 5.86444641 5.69687931],[0.95781584 0.74561209 0.67023916 ... 1.64544875 1.46687291 1.16422166],[1.50885205 1.41682656 1.36025219 ... 1.82328044 1.67555612 1.6276798 ],"[-3.77213013 -3.54206639 -3.40063048 ... -4.5582011  -4.1888903
 -4.06919951]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.46666789 2.16243865 2.03049135 ... 3.46872919 3.14242903 2.79190146]
25,26,30923,30,VIKEN,3003,SARPSBORG,340510,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19110615,19110615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,133.0,133.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573977.0,620142.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578548.54,278401.48,0.0,1,N,0.0,A,X,,A,0,,,,19110615,"{'x': 620142, 'y': 6573977, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,183.0,109800.0,0.0064,0.003,-0.001,0.0204437359,0.0146026685,0.0,0.0053302712,0.0058410674,0.0,0.0047430895,0.0071342783,0.005095913,0.0,0.0005431388,0.0020383652,0.0,1.5444e-05,0.0008319586,0.0005942561,0.0,0.0006209216,0.0002377025,0.0,0.001754192,Referansesituasjon,[0],[3.05378535 2.86753375 2.75303216 ... 3.69016106 3.39117988 3.29428239],[0.55386742 0.4311583  0.38757308 ... 0.95149862 0.8482352  0.67322383],[0.8725101  0.81929536 0.78658062 ... 1.05433173 0.96890854 0.94122354],"[-2.18127525 -2.04823839 -1.96645154 ... -2.63582933 -2.42227134
 -2.35305885]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.42637752 1.25045365 1.1741537  ... 2.00583036 1.81714374 1.61444737]
26,27,30924,30,VIKEN,3003,SARPSBORG,340529,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19640615,19640615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,203.0,203.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572324.0,619626.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576947.96,277738.63,0.0,1,N,0.0,A,X,,C,0,,,,19640615,"{'x': 619626, 'y': 6572324, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.0321,0.012,-0.0,0.0312035968,0.0,0.0,0.008135677,0.0,0.0,0.0072394524,0.0108891615,0.0,0.0,0.0008290012,0.0,0.0,2.35724e-05,0.0012698315,0.0,0.0,0.0009477224,0.0,0.0,0.002677451,Referansesituasjon,[0],[4.6610408  4.37676203 4.20199645 ... 5.6323511  5.1760114  5.02811522],[0.84537659 0.65808372 0.59155891 ... 1.45228738 1.29467478 1.02755216],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[5.50641739 5.03484575 4.79355536 ... 7.08463847 6.47068618 6.05566738]
27,28,30925,30,VIKEN,3003,SARPSBORG,340537,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19020614,19020615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,105.0,105.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572349.0,619635.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576972.06,277749.85,0.0,1,N,0.0,A,X,,C,0,,,,19020614,"{'x': 619635, 'y': 6572349, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,144.0,86400.0,0.0051,0.002,-0.001,0.0161397915,0.0115284225,0.0,0.0042081088,0.004611369,0.0,0.0037445443,0.0056323249,0.0040230892,0.0,0.0004287938,0.0016092357,0.0,1.21926e-05,0.0006568094,0.0004691496,0.0,0.0004902012,0.0001876598,0.0,0.0013848884,Referansesituasjon,[0],[2.41088317 2.26384243 2.17344644 ... 2.91328505 2.67724728 2.60074925],[0.43726375 0.34038813 0.30597875 ... 0.75118312 0.66965937 0.5314925 ],[0.68882376 0.64681212 0.6209847  ... 0.83236716 0.76492779 0.74307121],"[-1.72205941 -1.61703031 -1.55246174 ... -2.08091789 -1.91231948
 -1.85767804]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.12608752 0.98720025 0.92696344 ... 1.58355028 1.43458716 1.27456371]
